,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211
0,0.781204,0.78366935,0.78729916,0.7958831,0.8020431,0.8085785,0.81486464,0.8187449,0.8212173,0.82277375,0.82471406,0.826178,0.8272568,0.8290072,0.83053297,0.8314719,0.83221537,0.8328029,0.8326645,0.8328655,0.832766,0.83241487,0.83229584,0.8317851,0.8310747,0.83021915,0.82924235,0.8329849,0.8437872,0.8624778,0.8774404,0.8852669,0.88574183,0.8843026,0.88328195,0.87866855,0.87183857,0.86593807,0.8581193,0.85786533,0.8621189,0.8594568,0.84962785,0.839765,0.82665235,0.816815,0.8075031,0.7970921,0.78676176,0.7776173,0.7695544,0.7645974,0.762901,0.7602768,0.75321436,0.74243134,0.7271269,0.70942473,0.686498,0.6650251,0.65199107,0.6444069,0.6360202,0.622883,0.6039922,0.5799558,0.53850853,0.5045845,0.48240495,0.46417546,0.44617176,0.42432296,0.40733108,0.40184233,0.40451977,0.41451445,0.4319145,0.44892666,0.45990065,0.46353137,0.46427497,0.46107507,0.45395958,0.4397596,0.41271135,0.38126606,0.3455936,0.3126402,0.28525835,0.26108718,0.24057749,0.21624142,0.19329725,0.17945437,0.17064343,0.16448608,0.16143872,0.1599429,0.16012523,0.16140349,0.16153668,0.16081282,0.1587038,0.15533948,0.15096396,0.14487244,0.13947077,0.1340991,0.12511548,0.11057807,0.093529716,0.068235144,0.042790346,0.025464565,0.016303673,0.011735108,0.008912774,0.0074055516,0.006697518,0.0064552817,0.0064350134,0.006579061,0.0067682844,0.006973964,0.007227728,0.007562562,0.00792529,0.008354966,0.008889448,0.009526062,0.0100874435,0.010643655,0.011213055,0.011610412,0.012017631,0.012445214,0.012952695,0.013565239,0.014222365,0.014889325,0.015531023,0.016199091,0.016840605,0.01753295,0.01808052,0.018460855,0.018821804,0.01912449,0.019364394,0.01971561,0.020158488,0.020690344,0.021358863,0.022019282,0.022231814,0.021850247,0.020643696,0.01800387,0.014205722,0.011181405,0.008777353,0.0071956906,0.0061201407,0.005685907,0.0054771183,0.0053857053,0.005350865,0.0053238757,0.0053161206,0.0053064977,0.005301825,0.005300519,0.005301093,0.0053014033,0.0053045303,0.0053165006,0.0053293197,0.005359133,0.005408882,0.00548408,0.005603047,0.0057952413,0.006041497,0.0064226706,0.0069352435,0.007536359,0.008242448,0.008998989,0.009818418,0.01065342,0.011471446,0.01218328,0.013019942,0.013763772,0.0143849775,0.014798518,0.014546662,0.014058608,0.01318193,0.012183136,0.011095216,0.010008577,0.009081556,0.008290533,0.007654627,0.007130036,0.0067451056,0.0064619426,0.0062304046,0.006050216,0.0059110215,0.005782672
1,0.71978223,0.7209406,0.72323155,0.73000556,0.73461145,0.739517,0.7441981,0.74677694,0.7483351,0.74958503,0.7510054,0.7522726,0.7534733,0.7548474,0.75608146,0.7570895,0.7579582,0.7587359,0.75916916,0.7597022,0.76004386,0.76017267,0.7603215,0.7603189,0.76017344,0.759824,0.75941885,0.7632252,0.7737239,0.7914014,0.80606055,0.81410295,0.81581265,0.8157602,0.81596696,0.812843,0.8077202,0.80330485,0.796969,0.79781854,0.80336857,0.80254245,0.79491377,0.7872259,0.77678406,0.7688232,0.76129234,0.7526747,0.74404156,0.7363813,0.729653,0.72560716,0.72447205,0.722577,0.7168229,0.70754236,0.6941243,0.6784462,0.6578713,0.6384901,0.6267568,0.620001,0.61245656,0.6005861,0.5833422,0.56127447,0.52268094,0.49067754,0.46952957,0.45203972,0.43465513,0.4135177,0.39705068,0.39169222,0.3942486,0.4038969,0.42067072,0.43708643,0.44770753,0.45130622,0.45214748,0.4491793,0.4424213,0.42885906,0.40299466,0.3729647,0.33849806,0.30627367,0.2794214,0.255675,0.23552693,0.21159244,0.18902747,0.17540571,0.16673923,0.1606887,0.15768276,0.15621217,0.15639392,0.15767345,0.15782312,0.157152,0.15513794,0.1519121,0.14769377,0.14179069,0.13654247,0.13132605,0.122577496,0.108447425,0.0918826,0.06693242,0.041802995,0.024774961,0.015817583,0.0113758985,0.008642377,0.0071909595,0.0065159285,0.006282514,0.006266661,0.0064014634,0.0065814797,0.0067785876,0.0070162527,0.0073400894,0.0076811328,0.008097677,0.00860667,0.009219488,0.0097568445,0.010291265,0.010838753,0.011220176,0.01161437,0.01202337,0.012515015,0.013101552,0.013738164,0.014378063,0.015001837,0.015644003,0.01626816,0.01693435,0.017468309,0.017832516,0.018187314,0.018478721,0.018716838,0.01905501,0.019488651,0.020000903,0.020651946,0.021290502,0.021501573,0.021128288,0.01996464,0.017405279,0.013727214,0.01080097,0.008475076,0.0069503956,0.0059183827,0.0055063926,0.0053096204,0.005226424,0.0051927143,0.005169553,0.0051602027,0.0051514506,0.0051457575,0.005142539,0.0051409705,0.0051404443,0.0051430496,0.005152285,0.005164707,0.0051907785,0.005235279,0.005303234,0.0054124994,0.0055935928,0.0058246525,0.006187885,0.0066730324,0.0072509213,0.007929626,0.008656349,0.009448853,0.010252073,0.011043156,0.011735512,0.012543301,0.0132682,0.013869515,0.01426918,0.014031206,0.013555405,0.012702614,0.011730871,0.010674266,0.00962687,0.008726796,0.007960314,0.007346377,0.0068420502,0.006471631,0.006194857,0.0059740776,0.0058040395,0.0056654424,0.005541384
2,0.73744845,0.73953056,0.7427765,0.75077546,0.7564945,0.7625716,0.76847315,0.7721232,0.77449596,0.77606666,0.7780096,0.779541,0.7807484,0.78258246,0.7842491,0.7854055,0.78641367,0.7872863,0.78751326,0.78806853,0.7883721,0.78846943,0.7887881,0.7887578,0.7885591,0.7882302,0.78782475,0.7919689,0.8030212,0.8218316,0.83721316,0.8455583,0.84689534,0.84631443,0.8460832,0.84221834,0.8362099,0.8311017,0.8239855,0.8244461,0.82966566,0.8281591,0.8195509,0.81093925,0.79940313,0.7905381,0.7819208,0.7722344,0.76253337,0.75394404,0.746315,0.74168485,0.74026746,0.7380569,0.73180926,0.7216799,0.7070701,0.6901096,0.66800326,0.6472631,0.63471395,0.6274881,0.61951184,0.60705644,0.5891469,0.5663204,0.52645504,0.49313796,0.47097397,0.45259142,0.434322,0.41218314,0.3949056,0.3891853,0.39166236,0.40145385,0.41871208,0.43564278,0.44656533,0.45028007,0.45119476,0.44826296,0.4413478,0.42744318,0.40109944,0.37076804,0.33552155,0.30239046,0.2748235,0.25051296,0.22995225,0.20556743,0.18263853,0.1688576,0.16009954,0.15398172,0.15094626,0.14945747,0.14964604,0.15097003,0.15115531,0.15055452,0.1486183,0.1454744,0.14131548,0.1354387,0.13019595,0.12495968,0.11616841,0.10182113,0.08475596,0.060528602,0.03720364,0.021694368,0.013576491,0.009520716,0.0069750464,0.005577065,0.004892126,0.0046376935,0.0046027624,0.0047313115,0.004899896,0.0050812955,0.0053073093,0.005604485,0.005928672,0.0063162544,0.00679943,0.007378515,0.007880499,0.008378675,0.008889455,0.009239902,0.009602015,0.009982957,0.010438351,0.010989141,0.011584057,0.01218712,0.012772117,0.013378957,0.013969339,0.014603734,0.015114055,0.015473406,0.015818408,0.016107485,0.01633878,0.016661065,0.017062321,0.017540962,0.018140346,0.018735165,0.018933369,0.01859483,0.017525434,0.015168876,0.011761988,0.0090328725,0.0068650763,0.0054217437,0.004403079,0.003968095,0.00374702,0.0036488012,0.0036082552,0.0035825497,0.003573535,0.0035662442,0.0035643876,0.0035661496,0.003570069,0.003575719,0.00358435,0.0036002616,0.0036212644,0.0036580656,0.0037152427,0.003798475,0.00392766,0.0041279313,0.0043768445,0.0047526495,0.005240645,0.0058052433,0.006457845,0.007147758,0.007890241,0.00864052,0.009372288,0.010009621,0.010752233,0.011415096,0.011965037,0.012328554,0.0121078715,0.011675678,0.010898953,0.010014108,0.0090497825,0.008088637,0.0072631547,0.00655433,0.0059849443,0.005510953,0.0051627834,0.004904369,0.004695897,0.0045350874,0.0044079977,0.0042926166
3,0.78967583,0.79125994,0.794114,0.80260503,0.8083074,0.81437206,0.82011425,0.8230982,0.8247093,0.8257569,0.8270357,0.8279966,0.82881653,0.82988644,0.8307519,0.831242,0.83155763,0.83172786,0.8313713,0.831192,0.83076453,0.83009124,0.8295001,0.82866013,0.8276329,0.82637244,0.82507455,0.8289827,0.84116036,0.862382,0.87990856,0.8892813,0.8904921,0.8894372,0.88871485,0.88382566,0.8765841,0.87029207,0.86169064,0.8619586,0.86803615,0.8664371,0.8567545,0.8474263,0.83532965,0.82540566,0.815642,0.8046654,0.793679,0.7839341,0.77529657,0.7699503,0.76818115,0.76584166,0.7596162,0.7487549,0.73305655,0.71498793,0.6915688,0.6697585,0.65663457,0.64911324,0.64088655,0.62841415,0.61077905,0.58855486,0.5493444,0.51545787,0.49212041,0.47246,0.45272544,0.42900956,0.41046774,0.40399745,0.40605986,0.4157408,0.43314183,0.45036286,0.46152368,0.46548513,0.46667093,0.4639884,0.45718297,0.443317,0.41758227,0.38887793,0.353794,0.31920472,0.29023847,0.26465827,0.24309087,0.21741642,0.19325295,0.17870502,0.16945213,0.16297978,0.15973231,0.15813874,0.15835953,0.15985528,0.16016881,0.15977354,0.15808378,0.15521713,0.15130956,0.14555179,0.14033416,0.13508333,0.12616406,0.111530855,0.09379289,0.06727393,0.04138661,0.024104517,0.015021339,0.010466092,0.0075845607,0.0059885876,0.0051961024,0.0048856386,0.0048342496,0.004966925,0.0051443833,0.0053361338,0.005573444,0.005894241,0.0062383465,0.0066644317,0.007189157,0.007828025,0.0083730165,0.008916856,0.009475377,0.009853164,0.010248987,0.01066149,0.011162646,0.011763589,0.012422664,0.013084718,0.013738113,0.0144077,0.015073003,0.015780814,0.016365511,0.016779639,0.017191779,0.017535068,0.017820233,0.0181868,0.018638387,0.019167002,0.019828774,0.020486422,0.020723715,0.020364726,0.01923848,0.016691415,0.012962174,0.009929743,0.007483097,0.005842132,0.004668388,0.004160176,0.0038967263,0.0037815622,0.003729822,0.0037022028,0.0036884933,0.0036806865,0.0036784983,0.0036792825,0.003682796,0.0036901534,0.0037013353,0.0037180586,0.0037449105,0.0037871408,0.0038520899,0.003947257,0.0040965797,0.004328695,0.0046140105,0.0050470345,0.0055992315,0.0062424056,0.0069814767,0.007757956,0.008595996,0.009436725,0.010257501,0.010976797,0.011806259,0.012555355,0.013172722,0.013580358,0.013344447,0.01286427,0.011996588,0.011006711,0.009926848,0.008855951,0.007927397,0.007127909,0.006488529,0.005956163,0.0055640265,0.0052676536,0.005035893,0.0048592086,0.0047116647,0.0045816237
4,0.70749056,0.71100867,0.7156775,0.7247852,0.73190576,0.7394705,0.74701154,0.75254583,0.75656646,0.75896347,0.7621114,0.7644533,0.7659962,0.76903343,0.77188814,0.7737513,0.7754761,0.7770423,0.77746713,0.77864754,0.77948785,0.7802121,0.7815487,0.7821261,0.78252506,0.783016,0.78330684,0.7881222,0.799037,0.8175421,0.8323114,0.8405675,0.8415681,0.8407069,0.84027463,0.8363214,0.8302639,0.82533455,0.818464,0.8187108,0.8230434,0.82104576,0.8125497,0.8041463,0.7929945,0.78414494,0.77504444,0.7649555,0.75483763,0.74579465,0.7376914,0.73285866,0.7314438,0.7293808,0.7234542,0.7131239,0.6980716,0.6805984,0.65790796,0.6367041,0.6239369,0.61667943,0.6088319,0.5966878,0.57953274,0.55769247,0.519206,0.48596877,0.46311897,0.44383454,0.42453557,0.40134135,0.3832459,0.37697184,0.37903008,0.3885481,0.4057157,0.42268693,0.43373027,0.43760392,0.43877205,0.43621087,0.4296112,0.4159674,0.3906123,0.36260495,0.328515,0.29491323,0.26690337,0.2423648,0.22176506,0.19740999,0.17464484,0.16104789,0.15242808,0.14641681,0.14342807,0.14196444,0.14217779,0.14352068,0.14383954,0.14345782,0.14187701,0.1392141,0.13565786,0.13038847,0.12563694,0.12086007,0.112834744,0.099865325,0.084470905,0.060532894,0.036884602,0.02140336,0.013483983,0.0096004065,0.0072299754,0.005968044,0.0053689936,0.005165356,0.005132761,0.0052439873,0.005385429,0.005536777,0.005738208,0.005984346,0.0062770615,0.0066015813,0.007030999,0.007536892,0.007987291,0.008432843,0.008892067,0.009210166,0.009532118,0.009883654,0.01029109,0.010801839,0.011339024,0.011900828,0.012429124,0.012997694,0.013536494,0.01413789,0.014610028,0.014964942,0.015292291,0.015585702,0.015808355,0.01612886,0.016501963,0.01696726,0.017530024,0.018105473,0.018297492,0.018001536,0.01702551,0.014858822,0.011715572,0.009199239,0.0071878615,0.0058614714,0.0049635987,0.0045984443,0.004424509,0.0043448075,0.004319028,0.004293782,0.0042907363,0.0042820983,0.0042793443,0.0042808,0.0042829434,0.004283006,0.004284111,0.004295093,0.004302434,0.0043265517,0.0043677306,0.0044301352,0.0045290487,0.0046853335,0.0048899595,0.005202396,0.005632389,0.0061267447,0.0067124623,0.007344928,0.008025108,0.00872965,0.009416206,0.010012193,0.010725106,0.011352941,0.011887288,0.012247099,0.012028471,0.011623602,0.0108884815,0.010053694,0.0091447905,0.008229103,0.007462396,0.006808731,0.0062821573,0.005847246,0.0055288556,0.005301814,0.0051085795,0.0049559926,0.004849507,0.00474548
5,0.61508816,0.6166544,0.6198853,0.62959063,0.636398,0.64357454,0.65064764,0.65468895,0.6570552,0.6584537,0.6603402,0.6617545,0.66270244,0.66459334,0.66640234,0.6676415,0.66882926,0.6699373,0.67038584,0.67131597,0.6720704,0.6728164,0.67393124,0.67458206,0.6751698,0.6758088,0.67644,0.68411875,0.7031876,0.73640925,0.76671934,0.7843549,0.79153943,0.7954333,0.7993812,0.79614407,0.78937376,0.7842794,0.77429795,0.77978474,0.7980898,0.80531645,0.7991609,0.7927183,0.7841425,0.77693987,0.769205,0.76054513,0.7517374,0.74383986,0.73670006,0.7324891,0.731452,0.73001236,0.72547257,0.71652544,0.70316595,0.68755716,0.66707957,0.64787203,0.6363478,0.62989473,0.62295556,0.6123565,0.59745896,0.5785018,0.54417956,0.5130299,0.4906904,0.47143033,0.45186836,0.42834556,0.40984046,0.4031336,0.40477604,0.4138517,0.43053314,0.44707638,0.4578454,0.4617976,0.46323872,0.4611651,0.4550502,0.44215277,0.41848004,0.3930294,0.35996598,0.32552147,0.29638165,0.27061552,0.24888629,0.22290169,0.19837627,0.18360658,0.1741937,0.16759677,0.16428067,0.16265583,0.1629132,0.16449837,0.16496518,0.16478518,0.1633942,0.16089843,0.15743493,0.15203255,0.14706433,0.14201427,0.13339537,0.11924859,0.1018846,0.07383831,0.04564011,0.026731826,0.016807977,0.01183138,0.008707093,0.00698658,0.006136194,0.0058139637,0.0057501486,0.0058867196,0.006064713,0.0062545184,0.0065052463,0.0068218317,0.007189536,0.007615966,0.008168608,0.008832265,0.009405126,0.009974703,0.01056173,0.010958749,0.0113675445,0.011808877,0.012330427,0.0129765095,0.013667965,0.014381446,0.015065655,0.015789567,0.016492637,0.0172655,0.017891115,0.018362302,0.018815124,0.019213935,0.019529816,0.019943435,0.02042152,0.021003218,0.021707168,0.022425883,0.022685966,0.02233166,0.02116888,0.018505046,0.01455833,0.011315937,0.008669904,0.0068866145,0.005625977,0.005088112,0.004816671,0.0046956744,0.004648555,0.004616172,0.004607148,0.0045976196,0.004595007,0.00459723,0.0046013473,0.004606008,0.004613381,0.004630715,0.0046510836,0.004691055,0.004755903,0.004852306,0.0050036907,0.005241121,0.005539323,0.0059908377,0.006584538,0.007267015,0.008059026,0.008899302,0.0098004695,0.0107176695,0.011609997,0.0123876985,0.013300818,0.014113671,0.01479643,0.015253701,0.014989318,0.014474738,0.013536692,0.012465947,0.01129514,0.010120598,0.00911816,0.008257146,0.007563278,0.006988005,0.0065640584,0.0062524336,0.0059987726,0.00580236,0.005652657,0.0055144457
6,0.56553394,0.56594527,0.5684856,0.57959336,0.5867629,0.5942889,0.60153025,0.60459614,0.6057175,0.60637873,0.607291,0.60799044,0.60849416,0.6094267,0.61029243,0.6108908,0.6114367,0.61193144,0.6120918,0.6124773,0.6127487,0.6129825,0.613364,0.6135153,0.6136361,0.6137149,0.61385965,0.6231413,0.64827996,0.69382817,0.7380522,0.7643287,0.7763969,0.7836827,0.79082143,0.7868171,0.7775341,0.7705536,0.7558478,0.7654058,0.7970048,0.81215405,0.8055948,0.7984096,0.78902125,0.7809582,0.7725804,0.7631062,0.7535312,0.7449392,0.73727465,0.73268217,0.73144054,0.729843,0.72499526,0.7154341,0.7012648,0.68479407,0.6632595,0.64315206,0.63111925,0.62435323,0.617037,0.6059948,0.59049183,0.5709013,0.53555244,0.5036305,0.4807798,0.46114823,0.44122696,0.41738045,0.39871836,0.39195415,0.3935884,0.40274823,0.41951504,0.43621182,0.44712317,0.45114958,0.45259023,0.45040685,0.44418404,0.4311167,0.40722206,0.38164952,0.34859374,0.31420773,0.28524157,0.25973013,0.2383071,0.21280822,0.18886827,0.17448679,0.165354,0.15896967,0.15575351,0.15417925,0.15442702,0.15595405,0.15640248,0.15622607,0.15488663,0.1524904,0.14917527,0.14400457,0.13925281,0.13444553,0.12624529,0.1129246,0.096778885,0.070034474,0.04300288,0.025059612,0.015776407,0.011195422,0.008371385,0.0068534976,0.006127445,0.0058614053,0.0058171824,0.005935588,0.00609188,0.0062605315,0.0064776256,0.006760121,0.007079769,0.007459174,0.007944291,0.0085326005,0.009042518,0.009551924,0.010078048,0.010435978,0.010806654,0.01120276,0.011675719,0.012255722,0.012882385,0.013524676,0.014146969,0.014800381,0.015439892,0.016138196,0.016707571,0.017128821,0.01754175,0.017899703,0.018189713,0.018564975,0.019007536,0.019539023,0.020190947,0.020850828,0.021092897,0.020761728,0.019692542,0.017239913,0.013633516,0.010697033,0.008311553,0.006724301,0.005630764,0.005182361,0.0049642567,0.0048705325,0.0048344033,0.004809228,0.0048010726,0.004792519,0.00478796,0.0047868444,0.0047868155,0.0047873547,0.0047903657,0.0048009884,0.00481384,0.0048413165,0.004888802,0.0049615595,0.005078841,0.0052706487,0.005515198,0.0058953827,0.0064024674,0.006997858,0.007695741,0.008442094,0.009251282,0.01007586,0.010884785,0.01159414,0.0124262655,0.013172834,0.01379865,0.014218924,0.013980914,0.013505843,0.012643082,0.011659665,0.010588499,0.009522046,0.00861084,0.007833578,0.007210046,0.0066979625,0.0063207615,0.006041619,0.0058175437,0.0056449007,0.0055090403,0.005385666
7,0.6005687,0.6016438,0.6047524,0.6161205,0.623718,0.63170516,0.639445,0.6431847,0.64493513,0.6459275,0.6472961,0.6482908,0.64893764,0.65028155,0.651529,0.65233076,0.65306616,0.6537299,0.65386415,0.65435874,0.6546941,0.65500116,0.655573,0.65577376,0.6559189,0.6560666,0.6562396,0.66524327,0.68911564,0.73183775,0.77220577,0.79589057,0.8059909,0.811664,0.8172703,0.812966,0.8039259,0.7970677,0.7834301,0.791242,0.81774044,0.82937074,0.8222788,0.81489635,0.80541545,0.79700047,0.7879801,0.77788544,0.76769215,0.75851476,0.75028396,0.74535525,0.74397874,0.7423559,0.737588,0.72767687,0.7129411,0.69586676,0.673646,0.6529751,0.64063424,0.6337363,0.626384,0.61542606,0.6002978,0.58126664,0.5466936,0.5145856,0.49102837,0.47055656,0.44970235,0.42486763,0.40541384,0.39817378,0.39952275,0.40856475,0.42539936,0.442237,0.4532845,0.45743698,0.4590544,0.45709234,0.45101535,0.4380246,0.41464454,0.39047733,0.3578233,0.32256734,0.29276466,0.2665478,0.24458784,0.21841213,0.19384103,0.17909415,0.16972065,0.16316624,0.15985055,0.1582291,0.15849984,0.1601109,0.16066223,0.16063367,0.15949082,0.15733841,0.15429439,0.14932515,0.1447059,0.13999741,0.1319301,0.11884721,0.10286244,0.07480404,0.045954667,0.02680561,0.016931327,0.012073306,0.009095413,0.0075055985,0.006747226,0.0064719333,0.0064179897,0.00653504,0.0066882074,0.006853427,0.0070736744,0.0073521426,0.007679865,0.0080592735,0.0085566435,0.009157085,0.009680947,0.010203936,0.010745357,0.011113167,0.0114922095,0.0119028315,0.012388782,0.012992911,0.013641079,0.014312474,0.014957797,0.01564343,0.01631146,0.017049799,0.017650694,0.018107912,0.018552074,0.01894686,0.01926267,0.019669194,0.020133087,0.020698441,0.02137988,0.022079889,0.022341885,0.02201142,0.02092296,0.018395865,0.014652546,0.011583695,0.009067666,0.007396507,0.006258181,0.0057953736,0.0055732937,0.0054761292,0.0054409127,0.005413298,0.005406083,0.0053960746,0.005391391,0.0053905174,0.0053901286,0.005389132,0.0053898,0.0053992486,0.0054083504,0.0054338183,0.0054794624,0.005551052,0.0056683766,0.005860151,0.006109398,0.0064979936,0.0070249727,0.0076414873,0.008369787,0.009153109,0.010001506,0.0108733745,0.011726744,0.012475021,0.01335951,0.014150981,0.014820191,0.01527214,0.015018041,0.014520265,0.013609094,0.012571567,0.011440761,0.0103099905,0.009351688,0.008534449,0.0078794,0.0073414827,0.006945762,0.006656456,0.0064206365,0.0062373215,0.006098883,0.0059696934
8,0.78864884,0.7900679,0.79160136,0.79349613,0.79514074,0.7971757,0.7990924,0.8008785,0.80256045,0.8042331,0.8059188,0.8076309,0.809534,0.8110821,0.8124209,0.81366444,0.81468594,0.81557566,0.8162068,0.8167025,0.816947,0.81676626,0.81635994,0.81594753,0.8152621,0.8141351,0.812757,0.81132543,0.80986273,0.80801904,0.8052921,0.8042135,0.80040926,0.7963636,0.7928809,0.78950274,0.7855094,0.78161836,0.7785651,0.7749124,0.76873,0.7607198,0.7517923,0.7434882,0.7324015,0.7234966,0.714836,0.70494854,0.695071,0.6862131,0.67847043,0.6739028,0.6726265,0.67081094,0.6650639,0.65490216,0.6400859,0.6228674,0.6004762,0.5795686,0.56707346,0.56000686,0.55218834,0.5401344,0.52302504,0.5013292,0.46342897,0.43121055,0.40915427,0.39069924,0.37220326,0.35029286,0.3333541,0.3275947,0.32966992,0.3388832,0.35516292,0.3713313,0.38202748,0.38580906,0.38697445,0.38422877,0.37787393,0.36471328,0.3403977,0.3139027,0.28238174,0.2512604,0.22567353,0.20339473,0.18498085,0.16345167,0.14365087,0.13193867,0.12455825,0.11947086,0.11691782,0.11569446,0.1158626,0.11697787,0.1172074,0.11682649,0.11546898,0.113227636,0.11032067,0.10605606,0.10225223,0.09847322,0.09217706,0.08251451,0.07166283,0.051372804,0.030607143,0.01773605,0.011702004,0.009056481,0.0076484066,0.0070242686,0.006787413,0.0067235166,0.0067281146,0.0067756735,0.0068452745,0.006928481,0.0070258505,0.007172238,0.0073198033,0.0075098174,0.007736868,0.008012702,0.008271541,0.008532086,0.008801453,0.009000465,0.009205734,0.0094141215,0.009667965,0.009966764,0.010295643,0.010626818,0.010954675,0.011294191,0.01162602,0.011983657,0.012271714,0.012462441,0.012656705,0.012819435,0.012960131,0.013164042,0.013427984,0.013741306,0.014144074,0.0145435175,0.0146827,0.01445475,0.013763238,0.012242741,0.010137517,0.008539373,0.007329303,0.0066313334,0.006246454,0.006123687,0.0060709827,0.006043968,0.006029861,0.0060149143,0.0060054082,0.005994774,0.0059849303,0.0059746145,0.005964172,0.005952982,0.005942584,0.005934233,0.0059236716,0.005916733,0.005913788,0.0059160097,0.0059265736,0.005958492,0.0060084052,0.0061089727,0.0062704044,0.0064880177,0.006771405,0.0071001756,0.007483645,0.007893385,0.008314597,0.008695245,0.009155147,0.009580007,0.009940833,0.010185213,0.010038443,0.009746929,0.0092296135,0.008651559,0.008039331,0.0074506397,0.006963079,0.0065636253,0.0062529515,0.006007524,0.0058279047,0.0056925947,0.0055828127,0.005494167,0.005418929,0.0053486563
9,0.7809336,0.7837651,0.7877176,0.7967106,0.8031659,0.8101003,0.81664777,0.82074106,0.82339823,0.82512593,0.8271957,0.8288225,0.8301374,0.8318957,0.8333692,0.83422244,0.83481693,0.83521724,0.8348216,0.8347026,0.83422506,0.8333877,0.832695,0.831604,0.83023524,0.8286241,0.8267499,0.8294001,0.8387946,0.8554334,0.8681444,0.8748951,0.8735511,0.8703573,0.8676995,0.86184716,0.85383636,0.8467884,0.8382428,0.8364982,0.838129,0.8329394,0.82126415,0.8102219,0.79600644,0.7843081,0.77273005,0.75979865,0.74696124,0.7354547,0.7253427,0.71920353,0.717129,0.7145158,0.7074426,0.6949338,0.67693305,0.6562739,0.62982005,0.60536844,0.5907711,0.582474,0.5734929,0.55993575,0.54109246,0.5174632,0.47637662,0.4410623,0.4166395,0.39613268,0.3756421,0.3515544,0.33299875,0.32649645,0.32836562,0.3378572,0.3550231,0.37219134,0.38356388,0.38760394,0.38890415,0.38617322,0.37951362,0.36562508,0.34038302,0.31356832,0.28091133,0.24821866,0.22148083,0.19844192,0.17954186,0.15760694,0.13758431,0.12583038,0.11845886,0.113375336,0.1108349,0.10960701,0.10979569,0.11092409,0.11122794,0.11095755,0.109753646,0.107693486,0.10500533,0.10092721,0.09726507,0.09360698,0.087524794,0.07814494,0.06749747,0.04794372,0.02830815,0.016261265,0.010594875,0.008056952,0.0066757393,0.006036739,0.005776725,0.005712904,0.0057066735,0.0057605803,0.0058286656,0.005904999,0.0060110455,0.006137382,0.0062957965,0.006461625,0.006690022,0.0069548036,0.0072070477,0.007457512,0.0077181025,0.007907804,0.00809617,0.008304397,0.008541781,0.008843643,0.009157417,0.009492981,0.009804202,0.010148132,0.010468211,0.010835774,0.011118299,0.0113316,0.011528455,0.011710282,0.011849038,0.012059188,0.012304563,0.012615982,0.012995377,0.013385862,0.013516155,0.0133191245,0.0126745505,0.01125328,0.009254072,0.0077126124,0.0065309606,0.0058251102,0.005421544,0.0052853543,0.0052302293,0.0051986827,0.005192166,0.0051744683,0.005173442,0.005164625,0.005158415,0.0051546674,0.0051500085,0.0051413816,0.005132063,0.0051299706,0.005118843,0.005116283,0.005120579,0.0051312624,0.0051519633,0.005193379,0.005258565,0.0053708707,0.0055565736,0.005781953,0.006073175,0.006410025,0.006788086,0.0071992925,0.0076124794,0.007976829,0.008429729,0.0088321455,0.009183019,0.009424429,0.009274825,0.009004103,0.008518629,0.007974779,0.007394205,0.0068181646,0.0063537927,0.0059715216,0.005667636,0.005425003,0.0052481084,0.0051259245,0.0050146035,0.004922531,0.0048624338,0.004798442
