,sza,grain_size,algae,lwc,bc,dust,maes
070823_SNOWTEST1,38.4000001847744,596.7047373624908,12425.088871265598,0.0930511374108711,240.10217449850305,109469.0218602778,0.00535182
070823_SNOWTEST2,38.09999994933605,601.6216660829859,14238.617818355604,0.0916881088373009,626.3819161165031,77996.01009876719,0.006264625
070823_SNOWTEST3,38.99999991059303,638.01402632626,14639.29742801504,0.0873977470025663,412.9094437040507,101379.1876216891,0.0065005007
070823_SNOWTEST4,40.60000017285347,624.5340288050829,14221.266265676788,0.076975120240596,128.31764924974664,157102.97147038757,0.005421433
070823_SNOWTEST5,42.19999969005585,728.04984137201,14439.711441083962,0.0782158078988267,368.283647923906,160833.6753767627,0.0052727656
070823_SNOWTEST6,44.39999967813492,638.1538224132361,39887.5686041053,0.0702898919982703,502.1730501991837,220101.99218358693,0.005145097
070823_SNOWTEST7,46.20000034570694,713.476284217313,65421.5551644217,0.0697499002538159,461.6453930995618,177730.49529095937,0.005115797
070823_SNOWTEST8,49.000000059604645,736.2766886442831,53495.983134145376,0.0638415651334947,344.0773400076195,204492.2203568389,0.0056743887
070823_SNOWTEST9,55.39999961853028,1254.7901886355685,749.650667900679,0.0818560081533051,807.186276773662,2186.2697416883566,0.009166581
070923_SNOW10,48.69999945163727,1146.9652957941664,12222.4796401803,0.0733812523671937,241.18407082775957,88199.85373817732,0.0053158766
070923_SNOW1,38.20000015199184,798.3484904337963,34317.95072719487,0.0853966207079135,703.1833580580779,7686.239438146753,0.0067271115
070923_SNOW2,38.29999998211861,1098.7598385066635,14235.534013973383,0.0731319669775361,303.050634169896,61858.13345361963,0.006010235
070923_SNOW3,38.50000001490116,1300.2836582770017,279.2760885075889,0.0642277919841267,455.2819205063865,538.3980995762063,0.007922403
070923_SNOW4,38.99999991059303,1044.1984691409891,29259.42758133652,0.0761804662930102,434.1170732243604,28010.262329332152,0.0062637217
070923_SNOW5,39.899999871850014,880.8285061913348,14903.428683514228,0.0796725932007705,206.78751405431828,121018.54452628436,0.006194515
070923_SNOW6,41.1999998986721,673.1710704818918,44045.79084640412,0.093329648480665,771.0214580931074,143103.20842390135,0.006701031
070923_SNOW7,42.90000036358833,693.9894457974266,25476.76776529348,0.0903113544861053,356.7817351239433,144078.56585333712,0.0076841535
070923_SNOW8,44.49999988079071,801.6110906448721,5953.977359029499,0.095428452144134,406.7668952769743,58913.37973888226,0.007676053
070923_SNOW9,46.20000034570694,878.9268414187528,24451.163403437604,0.0920891960933349,575.8183205862347,129865.3919412264,0.006523148
071123_SNOW10,50.000000596046455,873.7238321791555,31846.26312458087,0.071733338739703,388.9604954474129,56965.10011227937,0.005297348
071123_SNOW1,50.000000596046455,966.9259660771564,27748.124407825373,0.0606870614189989,405.4711328758325,58833.64453890798,0.005823328
071123_SNOW2,50.000000596046455,875.8834773184337,35939.657485873904,0.0625197245809428,587.4906311418188,9098.188007033485,0.0062600602
071123_SNOW3,50.000000596046455,862.4759992197451,41481.71302626711,0.0688534588602747,503.1551744828733,33403.1747656769,0.006075575
071123_SNOW4,50.000000596046455,869.2215854024779,57540.82482201271,0.0671110437407245,516.2944255138966,7381.455301888687,0.0060449326
071123_SNOW5,50.000000596046455,761.5838434504576,28771.469753102952,0.0672481866836657,327.9415514407372,63105.675575449306,0.006245647
071123_SNOW6,50.000000596046455,881.2303324786866,27646.03123608413,0.0722248497997761,462.1659599124308,33455.79266267448,0.0052438197
071123_SNOW7,50.000000596046455,920.0801602737722,3541.9048517888723,0.0694036086970042,239.46159810463047,107511.77877965284,0.0055152075
071123_SNOW8,50.000000596046455,952.1186669605446,7055.960810368883,0.081017395491339,220.1322549179341,153562.07138532566,0.0052025826
071123_SNOW9,50.000000596046455,881.892282766519,55496.04504324872,0.0783088810248988,712.3290505027971,81556.14901327534,0.005152937
071323_SNOW10,50.000000596046455,787.7548504462134,31056.79685527825,0.0893102552850595,629.8444764156876,69935.1847001754,0.004917483
071323_SNOW11,50.000000596046455,649.9194277897866,29987.065169827467,0.076265990465672,200.47780043160415,155024.4589622217,0.0050296946
071323_SNOW12,50.000000596046455,742.612523540737,16520.84139968548,0.0773521552984809,361.763199041772,82047.31202970416,0.0053051445
071323_SNOW13,50.000000596046455,764.1494650163221,15870.120588151409,0.081931030984073,397.4018335903981,37626.57897832194,0.0053050444
071323_SNOW1,50.000000596046455,912.0694947819896,29132.85605065293,0.070541276883867,380.624321757945,82055.70732922737,0.0052422644
071323_SNOW2,50.000000596046455,913.2431287425408,26842.406602732408,0.0693408691578296,292.4056269614676,78370.79197790107,0.005453603
071323_SNOW3,50.000000596046455,924.8543918159952,16637.264041339906,0.0737185306394837,157.03800949186615,97965.33453994249,0.0051233065
071323_SNOW4,50.000000596046455,807.3851234753033,17902.23143067833,0.0700155912430856,176.5710321999882,90754.51418295338,0.0053057023
071323_SNOW5,50.000000596046455,782.3241815854698,14726.111638016802,0.0750585080331172,197.56609625925236,78591.78183396623,0.005168448
071323_SNOW6,50.000000596046455,715.0774800039034,19095.178719472304,0.0825318712570152,359.7431221129086,125151.51076918127,0.0050395406
071323_SNOW7,50.000000596046455,621.0579225488027,21629.522221273808,0.0954384499860951,442.2143498313849,85456.97039467869,0.004869449
071323_SNOW8,50.000000596046455,688.5349618700657,18943.81793409809,0.0906607166630247,332.2814154947478,85069.519646519,0.0048462944
071323_SNOW9,50.000000596046455,797.180528195892,16003.833738037618,0.0896170597243339,548.3375638883974,44871.70245908653,0.0050098454
071423_SNOW10,41.8000003695488,791.0604536250414,66636.05722233653,0.0824627689875971,1200.2229436124055,143969.96349307394,0.008070992
071423_SNOW11,42.10000023245812,690.6567068379921,19189.158875184425,0.0850973966387413,712.8719589400556,84820.43770245815,0.0076749763
071423_SNOW12,42.29999989271164,657.5451324182918,44417.4573220597,0.0823146396895663,1087.0775107959216,225898.9476248277,0.0082993535
071423_SNOW13,42.80000016093254,621.4835282463099,86935.43226310314,0.0800530986240138,772.5818757382883,348537.6954030646,0.0075682183
071423_SNOW14,43.69999974966049,746.1926924951756,122.68912778472028,0.0815409352819651,843.2613206483808,371.1327598064275,0.0070967823
071423_SNOW15,43.69999974966049,593.3622183162831,36720.93208939879,0.0810001502839351,371.2694218622662,301621.26407844207,0.0053060506
071423_SNOW16,44.20000001788139,608.5540739912409,6050.573656552448,0.0843153479555626,661.07897271423,299560.05525084,0.0058173416
071423_SNOW17,45.19999980926514,635.2929156109287,3676.431560571148,0.0845128941648653,724.3739874845617,299191.93579245755,0.006656358
071423_SNOW18,46.20000034570694,572.3132224151182,4354.852996457611,0.0842913429213666,488.42842657953497,253256.5160079611,0.00537529
071423_SNOW19,46.80000007152557,889.5951235461984,3975.885921830567,0.0769995645634185,668.7648559393971,226482.3149239954,0.0051035807
071423_SNOW1,38.90000008046627,620.1590357896594,49743.63827195991,0.0838442723048845,853.3190734767011,532054.1812256507,0.0054395734
071423_SNOW20,48.09999972581864,624.9861475243958,10802.727063881572,0.0810995724070686,209.758646504249,459944.5064179805,0.0048925905
071423_SNOW22,50.399999916553504,892.3438550061337,4097.457749545914,0.082742413638372,548.1457894351414,156027.62454499403,0.007336835
071423_SNOW23,51.79999977350236,1055.5246622377645,88535.6730804234,0.0965860293500948,923.2942933777956,258139.38675906963,0.0049712355
071423_SNOW24,52.39999949932099,1034.7824032872156,129349.67394193468,0.0809473819594326,645.9906102452314,707683.8204946372,0.0059316144
071423_SNOW25,53.4000000357628,875.0516039032277,32279.208522306293,0.0781284210520369,163.2474598819856,1173510.5378146458,0.004546216
071423_SNOW26,53.79999935626984,988.3338382255598,110120.57209712888,0.0882041688413108,906.276309391568,594643.9995823399,0.0046449234
071423_SNOW27,54.90000009536744,894.5545389594989,31129.233206482357,0.0798351011961877,361.473551530716,240300.9517222258,0.0045114714
071423_SNOW28,58.19999933242799,1142.2826709762849,61909.16020391552,0.0857529788655382,1501.9254638201128,204.2374334792615,0.0042544245
