,mean_MAE,sza,grain_size,algae,lwc,bc,dust,indices,single_indices
070823_SNOWTEST1,0.005582082,50.000000596046455,798.609497207523,15760.498600669422,0.08001178118053655,0.309329236573799,71396.5403677103,0,0
070823_SNOWTEST2,0.0048652864,50.000000596046455,814.7390032744777,17694.508417481182,0.07853375315966722,364.36662775549905,33966.18189977183,1,1
070823_SNOWTEST3,0.005213665,38.99999991059303,682.3485682664137,16166.694763819969,0.0759738102872963,151.09387984340898,69811.45526606124,2,2
070823_SNOWTEST4,0.0075343098,40.60000017285347,654.3640296435026,17088.876408127628,0.06772619725632364,2.1300517542953084,38572.95037986948,3,3
070823_SNOWTEST5,0.005059639,42.19999969005585,776.7035615094156,15511.362147554559,0.06809763815032782,92.98636862628565,144973.52073066373,4,4
070823_SNOWTEST6,0.005564792,44.39999967813492,683.0874902662231,38296.29475897109,0.05953288795033262,257.44562838261845,138213.15301899094,5,5
070823_SNOWTEST7,0.00548128,46.20000034570694,759.2180993027091,61527.24556830959,0.05951411093312765,245.78551239731462,80720.83920087646,6,6
070823_SNOWTEST8,0.0056740795,49.000000059604645,785.3072039882866,51282.23924636157,0.05373637593854789,127.59856599029926,110200.35789392906,7,7
070823_SNOWTEST9,0.007821073,55.39999961853028,1329.6612062926204,510.68110655725155,0.0704685188366787,518.5247307207318,4481.713943519437,8,8
070923_SNOW10,0.0050355,48.69999945163727,1209.43274625796,14121.736448655476,0.06563190565715168,0.23304260762970058,63481.65635751364,9,9
070923_SNOW1,0.005882901,38.200000151991844,853.9134056755579,33260.81928974394,0.07528203844442856,416.15498543751653,718.388521363631,10,10
070923_SNOW2,0.0052680755,38.29999998211861,1154.4626656923149,16266.914895569806,0.06580471940500769,80.1706025641115,27916.921289131486,11,11
070923_SNOW3,0.0064670523,38.50000001490116,1347.2721944171396,50.10649656812657,0.0576547962162727,235.9614362145538,340.3151806198387,12,12
070923_SNOW4,0.005510635,38.99999991059303,1101.1623417078536,29889.7509783214,0.06784856663185983,196.78173868180954,243.88377095510052,13,13
070923_SNOW5,0.0054517747,39.899999871850014,928.1420057010091,16986.98637457945,0.0712242585908973,0.37029233420798724,71026.24229588831,14,14
070923_SNOW6,0.0051308786,41.199999898672104,722.2330658980745,43331.78274834664,0.08166861729918581,551.4358816199566,25817.960649754485,15,15
070923_SNOW7,0.005995069,42.90000036358833,740.1254662074338,26781.932511864026,0.07917257709911711,135.5068328467071,66332.80350544538,16,16
070923_SNOW8,0.0060672406,44.49999988079071,856.1618830481015,8458.829602024472,0.08430941185137407,139.57786869300256,37369.31204672821,17,17
070923_SNOW9,0.0053302622,46.20000034570694,933.0555618316035,26154.9409030245,0.08176178749696916,347.311095379722,49213.472372777724,18,18
